"Age","Vehicle_Use","Severity","Claim_Count","Car_Model","Group","Exposure"
"A","DriveShort",274.123222557367,39.4728170377202,"Hyundai Sonata","Midsize Cars",10820.4158097972
"D","Business",369.851625443785,165.604433675902,"Hyundai Sonata","Midsize Cars",61249.0689757298
"D","DriveShort",230.242986949392,441.100798931718,"Mazda CX-9","Midsize SUVs",101560.365491802
"B","Pleasure",217.642482692606,63.7511077156873,"Mazda CX-9","Midsize SUVs",13874.9493576459
"H","Business",336.058539622974,95.0142012320459,"Subaru Legacy","Midsize Cars",31930.3337094847
"H","DriveShort",199.819557214119,582.861556502618,"Ford Explorer","Midsize SUVs",116467.138137485
"C","Pleasure",248.523813685958,138.367209456395,"Ford Explorer","Midsize SUVs",34387.5465831871
"F","Business",358.224423259208,296.572331080399,"Subaru Legacy","Midsize Cars",106239.452255915
"H","DriveLong",265.59650244088,315.142414402496,"Ford Explorer","Midsize SUVs",83700.7230360775
"H","Pleasure",189.246465821564,256.210338422796,"Mazda CX-9","Midsize SUVs",48486.901053461
"F","Pleasure",211.000187300805,248.425011748099,"Ford Explorer","Midsize SUVs",52417.7240090536
"G","DriveLong",254.322043679816,495.23938518567,"Ford Explorer","Midsize SUVs",125950.292551155
"E","DriveShort",198.323049785162,489.670985268254,"Mazda CX-9","Midsize SUVs",97113.0431897055
"H","DriveShort",194.079442624752,587.163522236282,"Ford Explorer","Midsize SUVs",113956.369125204
"H","Pleasure",188.252342773229,253.593212686246,"Mazda CX-9","Midsize SUVs",47739.5163995756
"G","DriveLong",248.192925329556,509.376827805396,"Ford Explorer","Midsize SUVs",126423.724988111
"G","Business",334.91855890169,163.536911660316,"Subaru Legacy","Midsize Cars",54771.5467805061
"C","DriveShort",250.109444685232,338.015236991504,"Subaru Legacy","Midsize Cars",84540.8032190922
"H","Pleasure",194.103317563981,258.375842427602,"Mazda CX-9","Midsize SUVs",50151.6081935859
"E","Business",257.977754515213,165.30278458423,"Hyundai Sonata","Midsize Cars",42644.4411821515
"E","DriveShort",203.359494060617,476.484512284643,"Mazda CX-9","Midsize SUVs",96897.6493459248
"A","DriveShort",269.179232638294,40.5650242287666,"Hyundai Sonata","Midsize Cars",10919.2620938532
"H","DriveLong",256.994917024209,304.985080449097,"Ford Explorer","Midsize SUVs",78379.6154436374
"H","DriveShort",200.753685133253,565.120607604645,"Ford Explorer","Midsize SUVs",113450.044521376
"A","Business",792.063080472073,4.9967214782373,"Rivian R1T","Large Pickups",3957.71860631361
"C","Pleasure",246.27596232231,140.08353247866,"Ford Explorer","Midsize SUVs",34499.2067666906
"D","DriveLong",298.807298584478,355.92564668553,"Ford Explorer","Midsize SUVs",106353.180983037
"A","DriveShort",279.520342336804,40.2218800038099,"Hyundai Sonata","Midsize Cars",11242.8336680948
"A","Business",792.989013431664,5.03474740748061,"Rivian R1T","Large Pickups",3992.49937953567
"C","Business",345.421617353188,130.067263149319,"Subaru Legacy","Midsize Cars",44928.0444017404
"H","Pleasure",191.776428624988,255.227637606673,"Mazda CX-9","Midsize SUVs",48946.6448266003
"E","DriveShort",198.15337925874,470.439936501882,"Mazda CX-9","Midsize SUVs",93219.2631561148
"C","DriveLong",299.95224789786,325.945476702461,"Ford Explorer","Midsize SUVs",97768.0784290428
"G","DriveShort",205.962163523845,848.446790023264,"Mazda CX-9","Midsize SUVs",174747.936508053
"B","DriveLong",297.051705674955,90.6985598831437,"Ford Explorer","Midsize SUVs",26942.1619155499
"G","DriveLong",252.940034247761,508.310367102642,"Ford Explorer","Midsize SUVs",128572.041663434
"H","DriveShort",193.69094891813,574.789031037898,"Ford Explorer","Midsize SUVs",111331.432849463
"A","Business",780.970197847781,5.01774161524372,"Rivian R1T","Large Pickups",3918.70666200593
"C","DriveShort",246.569342873756,336.304292518622,"Subaru Legacy","Midsize Cars",82922.32841194
"F","DriveLong",232.815148298455,729.627765816986,"Ford Explorer","Midsize SUVs",169868.396501352
"C","Business",336.145826260957,128.177786679589,"Subaru Legacy","Midsize Cars",43086.4280117112
"D","Business",368.719805003551,171.82872921254,"Hyundai Sonata","Midsize Cars",63356.6555292557
"A","DriveShort",277.260946045372,40.9671780564822,"Hyundai Sonata","Midsize Cars",11358.5985447495
"H","Business",339.624107316323,96.2750237893313,"Subaru Legacy","Midsize Cars",32697.3190113094
"E","DriveShort",205.789881106257,475.39356223403,"Mazda CX-9","Midsize SUVs",97831.184650821
"C","Business",337.934518572292,131.989466240164,"Subaru Legacy","Midsize Cars",44603.7967304836
"B","DriveShort",300.040540253865,172.959118052793,"Hyundai Sonata","Midsize Cars",51894.747222392
"C","DriveShort",250.656431051068,344.046251003863,"Subaru Legacy","Midsize Cars",86237.4053931283
"E","Pleasure",155.861418259467,148.536172784807,"Mazda CX-9","Midsize SUVs",23151.0585530732
"B","Business",361.180006209945,44.312005800521,"Hyundai Sonata","Midsize Cars",16004.6105302073
"F","Business",348.215700349391,310.657905925252,"Subaru Legacy","Midsize Cars",108175.960280837
"H","Business",343.631718562154,96.8008093446493,"Subaru Legacy","Midsize Cars",33263.8284733093
"B","DriveLong",297.298336719907,92.8290737185627,"Ford Explorer","Midsize SUVs",27597.9292157783
"D","DriveShort",229.209354238898,439.648465733975,"Mazda CX-9","Midsize SUVs",100771.540923007
"C","DriveLong",297.093678583971,313.815124428738,"Ford Explorer","Midsize SUVs",93232.4897118202
"G","DriveShort",207.181908099439,861.398505203263,"Mazda CX-9","Midsize SUVs",178466.185942017
"F","Business",345.021911033207,305.385094631836,"Subaru Legacy","Midsize Cars",105364.548950933
"C","DriveShort",246.415768184972,340.844088912278,"Subaru Legacy","Midsize Cars",83989.3580006259
"E","DriveLong",238.631828244773,378.131614025915,"Mazda CX-9","Midsize SUVs",90234.2383721509
"H","DriveShort",198.040149609982,580.285340958834,"Ford Explorer","Midsize SUVs",114919.795739967
"D","DriveLong",296.575294906426,364.511116748617,"Ford Explorer","Midsize SUVs",108104.991946392
"C","DriveLong",290.532948968816,317.898962586257,"Ford Explorer","Midsize SUVs",92360.1230743123
"D","DriveShort",231.368272590905,441.484815027565,"Mazda CX-9","Midsize SUVs",102145.579028043
"C","DriveShort",245.657876422406,340.286180270172,"Subaru Legacy","Midsize Cars",83593.9804210626
"D","DriveLong",299.83342907092,364.220032940735,"Ford Explorer","Midsize SUVs",109205.341412944
"E","DriveShort",201.496180207336,469.917003602907,"Mazda CX-9","Midsize SUVs",94686.4812404629
"A","Pleasure",245.099975060034,21.4654750751099,"Mazda CX-9","Midsize SUVs",5261.1874055612
"F","DriveLong",234.333007252208,706.999592917692,"Ford Explorer","Midsize SUVs",165673.34073449
"H","DriveLong",262.798335017537,318.187936198432,"Ford Explorer","Midsize SUVs",83619.2598556142
"F","DriveShort",202.680911743655,946.56956323795,"Mazda CX-9","Midsize SUVs",191851.582105861
"E","Business",259.583463343849,166.994456766988,"Hyundai Sonata","Midsize Cars",43348.9994467995
"F","DriveLong",233.363381808683,722.936277232622,"Ford Explorer","Midsize SUVs",168706.854487184
"H","Pleasure",191.201508159935,261.698946699966,"Mazda CX-9","Midsize SUVs",50037.2332929
"H","DriveShort",198.665340137231,576.205770513276,"Ford Explorer","Midsize SUVs",114472.115388055
"E","Pleasure",155.360251823257,152.232960964052,"Mazda CX-9","Midsize SUVs",23650.9511511752
"G","Pleasure",204.553867918988,269.18289817234,"Ford Explorer","Midsize SUVs",55062.4029987953
"C","Pleasure",245.290525342062,142.208559079329,"Ford Explorer","Midsize SUVs",34882.4121647062
"B","DriveLong",298.513096964943,92.5042465924285,"Ford Explorer","Midsize SUVs",27613.7291327146
"A","Business",801.185877418553,5.03755617316347,"Rivian R1T","Large Pickups",4036.01886264122
"B","DriveLong",291.94659601964,90.8670228799805,"Ford Explorer","Midsize SUVs",26528.318020249
"A","DriveShort",267.922545695195,40.4555450929329,"Hyundai Sonata","Midsize Cars",10838.9526287853
"G","DriveShort",199.346935086974,849.549781901925,"Mazda CX-9","Midsize SUVs",169355.145225956
"E","Business",257.779310440226,167.97707506977,"Hyundai Sonata","Midsize Cars",43301.0145812514
"G","Business",344.29284224183,158.733472023415,"Subaru Legacy","Midsize Cars",54650.7982418557
"D","Business",375.642854900013,169.761317508528,"Hyundai Sonata","Midsize Cars",63769.6259604911
"D","Pleasure",228.824047876641,121.276402874908,"Mazda CX-9","Midsize SUVs",27750.9574177547
"E","Business",261.826912715885,168.194319397304,"Hyundai Sonata","Midsize Cars",44037.7993841456
"G","DriveLong",252.284871057154,516.417907086387,"Ford Explorer","Midsize SUVs",130284.425100894
"E","Pleasure",149.809539423321,151.174115866132,"Mazda CX-9","Midsize SUVs",22647.324670633
"H","Business",334.340794143332,97.1965413909405,"Subaru Legacy","Midsize Cars",32496.7688366323
"B","DriveLong",301.16622079119,93.5826774492394,"Ford Explorer","Midsize SUVs",28183.9412989083
"A","DriveShort",281.099847110985,39.2159835733473,"Hyundai Sonata","Midsize Cars",11023.6069867748
"F","DriveShort",201.413598864083,961.960352159454,"Mazda CX-9","Midsize SUVs",193751.896492997
"D","Pleasure",227.705055198416,120.007818350557,"Mazda CX-9","Midsize SUVs",27326.386901755
"B","DriveLong",297.981296694348,92.3533829461783,"Ford Explorer","Midsize SUVs",27519.5808044119
"F","Business",360.041389344388,300.51031006556,"Subaru Legacy","Midsize Cars",108196.149548317
"A","Business",778.387179941491,5.0032372585265,"Rivian R1T","Large Pickups",3894.45574024264
"H","DriveShort",192.493085576302,583.39650378814,"Ford Explorer","Midsize SUVs",112299.793128606
"A","DriveLong",246.352632106039,22.5875832151971,"Toyota RAV4","Small SUVs",5564.51057797798
"E","Pleasure",151.517553212813,151.846689955564,"Mazda CX-9","Midsize SUVs",23007.4389255318
"D","Pleasure",226.789865144298,125.365918491769,"Mazda CX-9","Midsize SUVs",28431.7197484394
"F","Business",358.859563683304,300.4581923794,"Subaru Legacy","Midsize Cars",107822.295822346
"A","Business",803.614236177756,4.90563244349323,"Rivian R1T","Large Pickups",3942.23606904663
"H","Business",340.002467952396,94.7874682020396,"Subaru Legacy","Midsize Cars",32227.9731196528
"G","DriveLong",252.668454706891,514.182704415266,"Ford Explorer","Midsize SUVs",129917.749361615
"D","Business",367.227469207744,169.93309075291,"Hyundai Sonata","Midsize Cars",62404.0988518411
"B","Business",355.937673463566,43.2138411620632,"Hyundai Sonata","Midsize Cars",15381.4340846489
"A","DriveLong",245.051226620022,23.23785368955,"Toyota RAV4","Small SUVs",5694.46455064083
"E","Pleasure",154.622423966734,148.455871667143,"Mazda CX-9","Midsize SUVs",22954.606729268
"F","Pleasure",207.708162977753,251.103000655014,"Ford Explorer","Midsize SUVs",52156.1429842544
"F","DriveLong",238.705068172934,729.977342093713,"Ford Explorer","Midsize SUVs",174249.291209177
"H","DriveShort",200.508321707899,575.718428383488,"Ford Explorer","Midsize SUVs",115436.335851483
"D","Pleasure",229.338100009161,122.799662376323,"Mazda CX-9","Midsize SUVs",28162.6412511525
"C","DriveShort",247.766667617246,341.112220342946,"Subaru Legacy","Midsize Cars",84516.2381178917
"B","Pleasure",216.003935596066,61.5273903994588,"Mazda CX-9","Midsize SUVs",13290.1584732387
"G","DriveLong",250.669903781743,508.041023356374,"Ford Explorer","Midsize SUVs",127350.594441921
"A","DriveShort",272.325116437896,40.867269334849,"Hyundai Sonata","Midsize Cars",11129.1838801116
"C","DriveShort",243.933738474756,338.850822523492,"Subaru Legacy","Midsize Cars",82657.1479234014
"A","Business",813.778699445925,4.87660341570154,"Rivian R1T","Large Pickups",3968.47598534315
"F","Business",360.719228791262,308.896205956675,"Subaru Legacy","Midsize Cars",111424.801189239
"E","Business",254.418861882022,163.877719274559,"Hyundai Sonata","Midsize Cars",41693.5828256547
"C","DriveLong",298.165468642678,311.613905215147,"Ford Explorer","Midsize SUVs",92912.5060840493
"A","DriveShort",271.772185273765,39.1284257164225,"Hyundai Sonata","Midsize Cars",10634.0177632743
"D","DriveShort",224.637641972825,449.246066971868,"Mazda CX-9","Midsize SUVs",100917.577150126
"A","Business",811.809357752462,4.94625713053392,"Rivian R1T","Large Pickups",4015.41782441728
"A","Pleasure",249.512741991573,20.5026997409295,"Mazda CX-9","Midsize SUVs",5115.68483058924
"D","DriveShort",232.678885937087,448.791444239765,"Mazda CX-9","Midsize SUVs",104424.293263805
"D","DriveShort",229.867750592887,452.806021818519,"Mazda CX-9","Midsize SUVs",104085.501690337
"F","DriveLong",239.033828376897,714.303601897764,"Ford Explorer","Midsize SUVs",170742.724585029
"B","DriveShort",291.545604340055,170.242276868911,"Hyundai Sonata","Midsize Cars",49633.3874939736
"F","Pleasure",209.500095976172,242.321461453219,"Ford Explorer","Midsize SUVs",50766.3694315357
"F","DriveLong",230.686707841076,734.743224366079,"Ford Explorer","Midsize SUVs",169495.495537548
"E","DriveShort",206.153438022519,477.441955013026,"Mazda CX-9","Midsize SUVs",98426.3004821282
"H","DriveLong",259.130805274186,306.425938413385,"Ford Explorer","Midsize SUVs",79404.4001779586
"F","DriveLong",232.000879465848,722.814252151747,"Ford Explorer","Midsize SUVs",167693.542189655
"A","DriveShort",275.680230045163,39.2268761144951,"Hyundai Sonata","Midsize Cars",10814.0742311971
"A","Business",812.654706400859,4.92401634651469,"Rivian R1T","Large Pickups",4001.52505838992
"H","Business",335.095954299634,97.9590228158981,"Subaru Legacy","Midsize Cars",32825.672232753
"E","Pleasure",157.128464105067,147.368449490878,"Mazda CX-9","Midsize SUVs",23155.7781260468
"D","DriveLong",299.180135332425,361.864774549578,"Ford Explorer","Midsize SUVs",108262.75222178
"G","DriveLong",253.906142692293,495.867028733622,"Ford Explorer","Midsize SUVs",125903.684554043
"F","Pleasure",212.112667660421,239.358182722295,"Ford Explorer","Midsize SUVs",50770.9026635766
"F","DriveLong",238.668095066729,702.04712329231,"Ford Explorer","Midsize SUVs",167556.249563252
"D","Business",376.604941737107,171.189819137368,"Hyundai Sonata","Midsize Cars",64470.9318622144
"C","Business",346.228943786786,130.531205764529,"Subaru Legacy","Midsize Cars",45193.6815030686
"H","Pleasure",192.004255346954,256.147125022253,"Mazda CX-9","Midsize SUVs",49181.3379991608
"B","Business",369.179006580755,45.0323919828515,"Hyundai Sonata","Midsize Cars",16625.0137361843
"A","DriveShort",270.536851295184,40.3127213604748,"Hyundai Sonata","Midsize Cars",10906.076704003
"D","DriveLong",289.391752652376,354.249461105163,"Ford Explorer","Midsize SUVs",102516.872425383
"D","Business",359.45769449789,171.981727248139,"Hyundai Sonata","Midsize Cars",61820.1551723811
"G","Business",345.920331801555,159.472483374062,"Subaru Legacy","Midsize Cars",55164.7743619735
"E","Pleasure",155.161283610289,150.917770639842,"Mazda CX-9","Midsize SUVs",23416.595012081
"A","DriveLong",238.941647563421,22.6442379909451,"Toyota RAV4","Small SUVs",5410.65153337464
"A","DriveShort",280.543867298719,40.4515803083777,"Hyundai Sonata","Midsize Cars",11348.442778057
"C","DriveLong",305.065906573394,322.527776564215,"Ford Explorer","Midsize SUVs",98392.2285526635
"A","Pleasure",254.437547096824,21.4684086253401,"Mazda CX-9","Midsize SUVs",5462.36923070384
"C","DriveShort",245.874118732333,343.21442089926,"Subaru Legacy","Midsize Cars",84387.5432748336
"E","DriveLong",237.625363531119,376.822387080803,"Mazda CX-9","Midsize SUVs",89542.5567167399
"H","DriveShort",195.112054944922,583.420503715146,"Ford Explorer","Midsize SUVs",113832.373376864
"G","DriveShort",198.215461848816,845.619953198498,"Mazda CX-9","Midsize SUVs",167614.949571815
"G","DriveLong",254.925264060704,511.050601327512,"Ford Explorer","Midsize SUVs",130279.709491798
"A","Pleasure",248.323025315149,21.242576495558,"Mazda CX-9","Midsize SUVs",5275.02086086544
"D","DriveLong",288.074777636795,362.766532027861,"Ford Explorer","Midsize SUVs",104503.888047997
"H","DriveLong",253.306459797031,313.125345136877,"Ford Explorer","Midsize SUVs",79316.672649346
"E","DriveShort",200.624500536253,483.140060398076,"Mazda CX-9","Midsize SUVs",96929.733306419
"A","Business",791.044907440287,5.02161486598197,"Rivian R1T","Large Pickups",3972.32286686148
"H","DriveShort",196.570646525762,567.090335625666,"Ford Explorer","Midsize SUVs",111473.313912448
"F","DriveLong",234.682138987459,724.979552440008,"Ford Explorer","Midsize SUVs",170139.752088792
"A","DriveShort",272.951895682796,39.9507314390503,"Hyundai Sonata","Midsize Cars",10904.6278802031
"C","DriveShort",242.576438128128,344.445642122964,"Subaru Legacy","Midsize Cars",83554.3969949444
"H","Business",350.778498998658,94.8907829605043,"Subaru Legacy","Midsize Cars",33285.6464156932
"H","Business",343.428585616208,96.9700094204396,"Subaru Legacy","Midsize Cars",33302.273182452
"A","Pleasure",244.681238874468,20.5757742679794,"Mazda CX-9","Midsize SUVs",5034.50593869061
"H","Business",342.819523354815,94.1276747245342,"Subaru Legacy","Midsize Cars",32268.8045835619
"H","Pleasure",191.597124490142,255.075664594071,"Mazda CX-9","Midsize SUVs",48871.7638636359
"A","Pleasure",250.607678037622,21.1768231505994,"Mazda CX-9","Midsize SUVs",5307.07447798507
"B","Business",369.126325067697,44.7167103789747,"Hyundai Sonata","Midsize Cars",16506.1149713075
"E","DriveLong",232.836159949484,390.062861231505,"Mazda CX-9","Midsize SUVs",90820.7387480522
"B","Business",356.824280531874,43.1127549122088,"Hyundai Sonata","Midsize Cars",15383.6777532959
"G","Business",332.934376388099,161.972840928845,"Subaru Legacy","Midsize Cars",53926.3267864538
